Package|Class|Method|Cyclomatic Complexity
org.apache.commons.collections4|ArrayStack|empty|1
org.apache.commons.collections4|ArrayStack|peek|3
org.apache.commons.collections4|ArrayStack|peek|3
org.apache.commons.collections4|ArrayStack|pop|3
org.apache.commons.collections4|ArrayStack|push|1
org.apache.commons.collections4|ArrayStack|search|4
org.apache.commons.collections4.bag|AbstractBagDecorator|add|1
org.apache.commons.collections4.bag|AbstractBagDecorator|decorated|1
org.apache.commons.collections4.bag|AbstractBagDecorator|equals|1
org.apache.commons.collections4.bag|AbstractBagDecorator|getCount|1
org.apache.commons.collections4.bag|AbstractBagDecorator|hashCode|1
org.apache.commons.collections4.bag|AbstractBagDecorator|remove|1
org.apache.commons.collections4.bag|AbstractBagDecorator|uniqueSet|1
org.apache.commons.collections4.bag|AbstractMapBag|add|1
org.apache.commons.collections4.bag|AbstractMapBag|add|4
org.apache.commons.collections4.bag|AbstractMapBag|addAll|1
org.apache.commons.collections4.bag|AbstractMapBag|clear|1
org.apache.commons.collections4.bag|AbstractMapBag|contains|1
org.apache.commons.collections4.bag|AbstractMapBag|containsAll|3
org.apache.commons.collections4.bag|AbstractMapBag|containsAll|3
org.apache.commons.collections4.bag|AbstractMapBag|doReadObject|3
org.apache.commons.collections4.bag|AbstractMapBag|doWriteObject|1
org.apache.commons.collections4.bag|AbstractMapBag|equals|6
org.apache.commons.collections4.bag|AbstractMapBag|getCount|3
org.apache.commons.collections4.bag|AbstractMapBag|getMap|1
org.apache.commons.collections4.bag|AbstractMapBag|hashCode|1
org.apache.commons.collections4.bag|AbstractMapBag|isEmpty|1
org.apache.commons.collections4.bag|AbstractMapBag|iterator|1
org.apache.commons.collections4.bag|AbstractMapBag|remove|3
org.apache.commons.collections4.bag|AbstractMapBag|remove|5
org.apache.commons.collections4.bag|AbstractMapBag|removeAll|3
org.apache.commons.collections4.bag|AbstractMapBag|retainAll|4
org.apache.commons.collections4.bag|AbstractMapBag|retainAll|3
org.apache.commons.collections4.bag|AbstractMapBag|size|1
org.apache.commons.collections4.bag|AbstractMapBag|toArray|3
org.apache.commons.collections4.bag|AbstractMapBag|toArray|5
org.apache.commons.collections4.bag|AbstractMapBag|toString|5
org.apache.commons.collections4.bag|AbstractMapBag|uniqueSet|3
org.apache.commons.collections4.bag|AbstractSortedBagDecorator|comparator|1
org.apache.commons.collections4.bag|AbstractSortedBagDecorator|decorated|1
org.apache.commons.collections4.bag|AbstractSortedBagDecorator|first|1
org.apache.commons.collections4.bag|AbstractSortedBagDecorator|last|1
org.apache.commons.collections4.bag|CollectionBag|collectionBag|1
org.apache.commons.collections4.bag|CollectionBag|add|1
org.apache.commons.collections4.bag|CollectionBag|add|1
org.apache.commons.collections4.bag|CollectionBag|addAll|1
org.apache.commons.collections4.bag|CollectionBag|containsAll|1
org.apache.commons.collections4.bag|CollectionBag|readObject|1
org.apache.commons.collections4.bag|CollectionBag|remove|1
org.apache.commons.collections4.bag|CollectionBag|removeAll|3
org.apache.commons.collections4.bag|CollectionBag|retainAll|5
org.apache.commons.collections4.bag|CollectionBag|writeObject|1
org.apache.commons.collections4.bag|CollectionSortedBag|collectionSortedBag|1
org.apache.commons.collections4.bag|CollectionSortedBag|add|1
org.apache.commons.collections4.bag|CollectionSortedBag|add|1
org.apache.commons.collections4.bag|CollectionSortedBag|addAll|1
org.apache.commons.collections4.bag|CollectionSortedBag|containsAll|1
org.apache.commons.collections4.bag|CollectionSortedBag|readObject|1
org.apache.commons.collections4.bag|CollectionSortedBag|remove|1
org.apache.commons.collections4.bag|CollectionSortedBag|removeAll|3
org.apache.commons.collections4.bag|CollectionSortedBag|retainAll|5
org.apache.commons.collections4.bag|CollectionSortedBag|writeObject|1
org.apache.commons.collections4.bag|HashBag|readObject|1
org.apache.commons.collections4.bag|HashBag|writeObject|1
org.apache.commons.collections4.bag|PredicatedBag|predicatedBag|1
org.apache.commons.collections4.bag|PredicatedBag|add|1
org.apache.commons.collections4.bag|PredicatedBag|decorated|1
org.apache.commons.collections4.bag|PredicatedBag|equals|1
org.apache.commons.collections4.bag|PredicatedBag|getCount|1
org.apache.commons.collections4.bag|PredicatedBag|hashCode|1
org.apache.commons.collections4.bag|PredicatedBag|remove|1
org.apache.commons.collections4.bag|PredicatedBag|uniqueSet|1
org.apache.commons.collections4.bag|PredicatedSortedBag|predicatedSortedBag|1
org.apache.commons.collections4.bag|PredicatedSortedBag|comparator|1
org.apache.commons.collections4.bag|PredicatedSortedBag|decorated|1
org.apache.commons.collections4.bag|PredicatedSortedBag|first|1
org.apache.commons.collections4.bag|PredicatedSortedBag|last|1
org.apache.commons.collections4.bag|SynchronizedBag|synchronizedBag|1
org.apache.commons.collections4.bag|SynchronizedBag|add|1
org.apache.commons.collections4.bag|SynchronizedBag|equals|3
org.apache.commons.collections4.bag|SynchronizedBag|getBag|1
org.apache.commons.collections4.bag|SynchronizedBag|getCount|1
org.apache.commons.collections4.bag|SynchronizedBag|hashCode|1
org.apache.commons.collections4.bag|SynchronizedBag|remove|1
org.apache.commons.collections4.bag|SynchronizedBag|uniqueSet|1
org.apache.commons.collections4.bag|SynchronizedSortedBag|synchronizedSortedBag|1
org.apache.commons.collections4.bag|SynchronizedSortedBag|comparator|1
org.apache.commons.collections4.bag|SynchronizedSortedBag|first|1
org.apache.commons.collections4.bag|SynchronizedSortedBag|getSortedBag|1
org.apache.commons.collections4.bag|SynchronizedSortedBag|last|1
org.apache.commons.collections4.bag|TransformedBag|transformedBag|3
org.apache.commons.collections4.bag|TransformedBag|transformingBag|1
org.apache.commons.collections4.bag|TransformedBag|add|1
org.apache.commons.collections4.bag|TransformedBag|equals|1
org.apache.commons.collections4.bag|TransformedBag|getBag|1
org.apache.commons.collections4.bag|TransformedBag|getCount|1
org.apache.commons.collections4.bag|TransformedBag|hashCode|1
org.apache.commons.collections4.bag|TransformedBag|remove|1
org.apache.commons.collections4.bag|TransformedBag|uniqueSet|1
org.apache.commons.collections4.bag|TransformedSortedBag|transformedSortedBag|3
org.apache.commons.collections4.bag|TransformedSortedBag|transformingSortedBag|1
org.apache.commons.collections4.bag|TransformedSortedBag|comparator|1
org.apache.commons.collections4.bag|TransformedSortedBag|first|1
org.apache.commons.collections4.bag|TransformedSortedBag|getSortedBag|1
org.apache.commons.collections4.bag|TransformedSortedBag|last|1
org.apache.commons.collections4.bag|TreeBag|add|3
org.apache.commons.collections4.bag|TreeBag|comparator|1
org.apache.commons.collections4.bag|TreeBag|first|1
org.apache.commons.collections4.bag|TreeBag|getMap|1
org.apache.commons.collections4.bag|TreeBag|last|1
org.apache.commons.collections4.bag|TreeBag|readObject|1
org.apache.commons.collections4.bag|TreeBag|writeObject|1
org.apache.commons.collections4.bag|UnmodifiableBag|unmodifiableBag|3
org.apache.commons.collections4.bag|UnmodifiableBag|add|1
org.apache.commons.collections4.bag|UnmodifiableBag|add|1
org.apache.commons.collections4.bag|UnmodifiableBag|addAll|1
org.apache.commons.collections4.bag|UnmodifiableBag|clear|1
org.apache.commons.collections4.bag|UnmodifiableBag|iterator|1
org.apache.commons.collections4.bag|UnmodifiableBag|readObject|1
org.apache.commons.collections4.bag|UnmodifiableBag|remove|1
org.apache.commons.collections4.bag|UnmodifiableBag|remove|1
org.apache.commons.collections4.bag|UnmodifiableBag|removeAll|1
org.apache.commons.collections4.bag|UnmodifiableBag|removeIf|1
org.apache.commons.collections4.bag|UnmodifiableBag|retainAll|1
org.apache.commons.collections4.bag|UnmodifiableBag|uniqueSet|1
org.apache.commons.collections4.bag|UnmodifiableBag|writeObject|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|unmodifiableSortedBag|3
org.apache.commons.collections4.bag|UnmodifiableSortedBag|add|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|add|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|addAll|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|clear|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|iterator|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|readObject|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|remove|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|remove|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|removeAll|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|removeIf|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|retainAll|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|uniqueSet|1
org.apache.commons.collections4.bag|UnmodifiableSortedBag|writeObject|1
org.apache.commons.collections4|Bag|add|1
org.apache.commons.collections4|Bag|add|1
org.apache.commons.collections4|Bag|containsAll|1
org.apache.commons.collections4|Bag|getCount|1
org.apache.commons.collections4|Bag|iterator|1
org.apache.commons.collections4|Bag|remove|1
org.apache.commons.collections4|Bag|remove|1
org.apache.commons.collections4|Bag|removeAll|1
org.apache.commons.collections4|Bag|retainAll|1
org.apache.commons.collections4|Bag|size|1
org.apache.commons.collections4|Bag|uniqueSet|1
org.apache.commons.collections4|BagUtils|collectionBag|1
org.apache.commons.collections4|BagUtils|emptyBag|1
org.apache.commons.collections4|BagUtils|emptySortedBag|1
org.apache.commons.collections4|BagUtils|predicatedBag|1
org.apache.commons.collections4|BagUtils|predicatedSortedBag|1
org.apache.commons.collections4|BagUtils|synchronizedBag|1
org.apache.commons.collections4|BagUtils|synchronizedSortedBag|1
org.apache.commons.collections4|BagUtils|transformingBag|1
org.apache.commons.collections4|BagUtils|transformingSortedBag|1
org.apache.commons.collections4|BagUtils|unmodifiableBag|1
org.apache.commons.collections4|BagUtils|unmodifiableSortedBag|1
org.apache.commons.collections4.bidimap|AbstractBidiMapDecorator|decorated|1
org.apache.commons.collections4.bidimap|AbstractBidiMapDecorator|getKey|1
org.apache.commons.collections4.bidimap|AbstractBidiMapDecorator|inverseBidiMap|1
org.apache.commons.collections4.bidimap|AbstractBidiMapDecorator|mapIterator|1
org.apache.commons.collections4.bidimap|AbstractBidiMapDecorator|removeValue|1
org.apache.commons.collections4.bidimap|AbstractBidiMapDecorator|values|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|clear|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|containsKey|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|containsValue|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|createBidiMap|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|createEntrySetIterator|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|createKeySetIterator|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|createValuesIterator|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|entrySet|3
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|equals|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|get|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|getKey|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|hashCode|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|inverseBidiMap|3
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|isEmpty|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|keySet|3
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|mapIterator|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|put|4
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|putAll|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|remove|3
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|removeValue|3
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|size|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|toString|1
org.apache.commons.collections4.bidimap|AbstractDualBidiMap|values|3
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|decorated|1
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|firstKey|1
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|inverseBidiMap|1
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|lastKey|1
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|mapIterator|1
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|nextKey|1
org.apache.commons.collections4.bidimap|AbstractOrderedBidiMapDecorator|previousKey|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|comparator|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|decorated|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|headMap|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|inverseBidiMap|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|subMap|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|tailMap|1
org.apache.commons.collections4.bidimap|AbstractSortedBidiMapDecorator|valueComparator|1
org.apache.commons.collections4.bidimap|DualHashBidiMap|createBidiMap|1
org.apache.commons.collections4.bidimap|DualHashBidiMap|readObject|1
org.apache.commons.collections4.bidimap|DualHashBidiMap|writeObject|1
org.apache.commons.collections4.bidimap|DualLinkedHashBidiMap|createBidiMap|1
org.apache.commons.collections4.bidimap|DualLinkedHashBidiMap|readObject|1
org.apache.commons.collections4.bidimap|DualLinkedHashBidiMap|writeObject|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|comparator|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|createBidiMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|firstKey|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|headMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|inverseBidiMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|inverseOrderedBidiMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|inverseSortedBidiMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|lastKey|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|mapIterator|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|nextKey|5
org.apache.commons.collections4.bidimap|DualTreeBidiMap|previousKey|5
org.apache.commons.collections4.bidimap|DualTreeBidiMap|readObject|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|subMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|tailMap|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|valueComparator|1
org.apache.commons.collections4.bidimap|DualTreeBidiMap|writeObject|1
org.apache.commons.collections4.bidimap|TreeBidiMap|checkKey|1
org.apache.commons.collections4.bidimap|TreeBidiMap|checkKeyAndValue|1
org.apache.commons.collections4.bidimap|TreeBidiMap|checkNonNullComparable|3
org.apache.commons.collections4.bidimap|TreeBidiMap|checkValue|1
org.apache.commons.collections4.bidimap|TreeBidiMap|compare|1
org.apache.commons.collections4.bidimap|TreeBidiMap|isBlack|1
org.apache.commons.collections4.bidimap|TreeBidiMap|isRed|1
org.apache.commons.collections4.bidimap|TreeBidiMap|makeBlack|3
org.apache.commons.collections4.bidimap|TreeBidiMap|makeRed|3
org.apache.commons.collections4.bidimap|TreeBidiMap|clear|1
org.apache.commons.collections4.bidimap|TreeBidiMap|containsKey|1
org.apache.commons.collections4.bidimap|TreeBidiMap|containsValue|1
org.apache.commons.collections4.bidimap|TreeBidiMap|copyColor|4
org.apache.commons.collections4.bidimap|TreeBidiMap|doEquals|8
org.apache.commons.collections4.bidimap|TreeBidiMap|doHashCode|4
org.apache.commons.collections4.bidimap|TreeBidiMap|doPut|6
org.apache.commons.collections4.bidimap|TreeBidiMap|doRedBlackDelete|11
org.apache.commons.collections4.bidimap|TreeBidiMap|doRedBlackDeleteFixup|10
org.apache.commons.collections4.bidimap|TreeBidiMap|doRedBlackInsert|10
org.apache.commons.collections4.bidimap|TreeBidiMap|doRemoveKey|3
org.apache.commons.collections4.bidimap|TreeBidiMap|doRemoveValue|3
org.apache.commons.collections4.bidimap|TreeBidiMap|doToString|5
org.apache.commons.collections4.bidimap|TreeBidiMap|entrySet|3
org.apache.commons.collections4.bidimap|TreeBidiMap|equals|1
org.apache.commons.collections4.bidimap|TreeBidiMap|firstKey|3
org.apache.commons.collections4.bidimap|TreeBidiMap|get|1
org.apache.commons.collections4.bidimap|TreeBidiMap|getGrandParent|1
org.apache.commons.collections4.bidimap|TreeBidiMap|getKey|1
org.apache.commons.collections4.bidimap|TreeBidiMap|getLeftChild|1
org.apache.commons.collections4.bidimap|TreeBidiMap|getMapIterator|5
org.apache.commons.collections4.bidimap|TreeBidiMap|getParent|1
org.apache.commons.collections4.bidimap|TreeBidiMap|getRightChild|1
org.apache.commons.collections4.bidimap|TreeBidiMap|greatestNode|4
org.apache.commons.collections4.bidimap|TreeBidiMap|grow|1
org.apache.commons.collections4.bidimap|TreeBidiMap|hashCode|1
org.apache.commons.collections4.bidimap|TreeBidiMap|insertValue|5
org.apache.commons.collections4.bidimap|TreeBidiMap|inverseBidiMap|3
org.apache.commons.collections4.bidimap|TreeBidiMap|isEmpty|1
org.apache.commons.collections4.bidimap|TreeBidiMap|keySet|3
org.apache.commons.collections4.bidimap|TreeBidiMap|lastKey|3
org.apache.commons.collections4.bidimap|TreeBidiMap|leastNode|4
org.apache.commons.collections4.bidimap|TreeBidiMap|lookup|3
org.apache.commons.collections4.bidimap|TreeBidiMap|lookupKey|1
org.apache.commons.collections4.bidimap|TreeBidiMap|lookupValue|1
org.apache.commons.collections4.bidimap|TreeBidiMap|mapIterator|3
org.apache.commons.collections4.bidimap|TreeBidiMap|modify|1
org.apache.commons.collections4.bidimap|TreeBidiMap|nextGreater|5
org.apache.commons.collections4.bidimap|TreeBidiMap|nextKey|1
org.apache.commons.collections4.bidimap|TreeBidiMap|nextSmaller|5
org.apache.commons.collections4.bidimap|TreeBidiMap|previousKey|1
org.apache.commons.collections4.bidimap|TreeBidiMap|put|1
org.apache.commons.collections4.bidimap|TreeBidiMap|putAll|1
org.apache.commons.collections4.bidimap|TreeBidiMap|readObject|3
org.apache.commons.collections4.bidimap|TreeBidiMap|remove|1
org.apache.commons.collections4.bidimap|TreeBidiMap|removeValue|1
org.apache.commons.collections4.bidimap|TreeBidiMap|rotateLeft|5
org.apache.commons.collections4.bidimap|TreeBidiMap|rotateRight|5
org.apache.commons.collections4.bidimap|TreeBidiMap|shrink|1
org.apache.commons.collections4.bidimap|TreeBidiMap|size|1
org.apache.commons.collections4.bidimap|TreeBidiMap|swapPosition|16
org.apache.commons.collections4.bidimap|TreeBidiMap|toString|1
org.apache.commons.collections4.bidimap|TreeBidiMap|values|3
org.apache.commons.collections4.bidimap|TreeBidiMap|writeObject|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|unmodifiableBidiMap|3
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|clear|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|entrySet|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|inverseBidiMap|3
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|keySet|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|mapIterator|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|put|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|putAll|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|remove|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|removeValue|1
org.apache.commons.collections4.bidimap|UnmodifiableBidiMap|values|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|unmodifiableOrderedBidiMap|3
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|clear|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|entrySet|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|inverseBidiMap|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|inverseOrderedBidiMap|3
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|keySet|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|mapIterator|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|put|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|putAll|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|remove|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|removeValue|1
org.apache.commons.collections4.bidimap|UnmodifiableOrderedBidiMap|values|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|unmodifiableSortedBidiMap|3
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|clear|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|entrySet|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|headMap|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|inverseBidiMap|3
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|keySet|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|mapIterator|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|put|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|putAll|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|remove|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|removeValue|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|subMap|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|tailMap|1
org.apache.commons.collections4.bidimap|UnmodifiableSortedBidiMap|values|1
org.apache.commons.collections4|BidiMap|getKey|1
org.apache.commons.collections4|BidiMap|inverseBidiMap|1
org.apache.commons.collections4|BidiMap|put|1
org.apache.commons.collections4|BidiMap|removeValue|1
org.apache.commons.collections4|BidiMap|values|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|add|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|add|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|asIndexArray|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|cardinality|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|characteristics|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|clear|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|contains|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|contains|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|copy|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|getMaxCell|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|getMaxInsert|3
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|getShape|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|isValid|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|processBitMaps|8
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|processCells|4
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|processIndices|4
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|subtract|1
org.apache.commons.collections4.bloomfilter|ArrayCountingBloomFilter|subtract|1
org.apache.commons.collections4.bloomfilter|BitMapExtractor|fromBitMapArray|3
org.apache.commons.collections4.bloomfilter|BitMapExtractor|fromIndexExtractor|1
org.apache.commons.collections4.bloomfilter|BitMapExtractor|asBitMapArray|3
org.apache.commons.collections4.bloomfilter|BitMapExtractor|processBitMapPairs|1
org.apache.commons.collections4.bloomfilter|BitMapExtractor|processBitMaps|1
org.apache.commons.collections4.bloomfilter|BitMaps|contains|1
org.apache.commons.collections4.bloomfilter|BitMaps|getLongBit|1
org.apache.commons.collections4.bloomfilter|BitMaps|getLongIndex|1
org.apache.commons.collections4.bloomfilter|BitMaps|mod|1
org.apache.commons.collections4.bloomfilter|BitMaps|newBitMap|1
org.apache.commons.collections4.bloomfilter|BitMaps|newBitMap|1
org.apache.commons.collections4.bloomfilter|BitMaps|numberOfBitMaps|1
org.apache.commons.collections4.bloomfilter|BitMaps|numberOfBitMaps|1
org.apache.commons.collections4.bloomfilter|BitMaps|set|1
org.apache.commons.collections4.bloomfilter|BloomFilter|cardinality|1
org.apache.commons.collections4.bloomfilter|BloomFilter|characteristics|1
org.apache.commons.collections4.bloomfilter|BloomFilter|clear|1
org.apache.commons.collections4.bloomfilter|BloomFilter|contains|1
org.apache.commons.collections4.bloomfilter|BloomFilter|contains|1
org.apache.commons.collections4.bloomfilter|BloomFilter|contains|1
org.apache.commons.collections4.bloomfilter|BloomFilter|contains|1
org.apache.commons.collections4.bloomfilter|BloomFilter|copy|1
org.apache.commons.collections4.bloomfilter|BloomFilter|estimateIntersection|6
org.apache.commons.collections4.bloomfilter|BloomFilter|estimateN|4
org.apache.commons.collections4.bloomfilter|BloomFilter|estimateUnion|1
org.apache.commons.collections4.bloomfilter|BloomFilter|getShape|1
org.apache.commons.collections4.bloomfilter|BloomFilter|isEmpty|1
org.apache.commons.collections4.bloomfilter|BloomFilter|isFull|1
org.apache.commons.collections4.bloomfilter|BloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|BloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|BloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|BloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|BloomFilter|uniqueIndices|1
org.apache.commons.collections4.bloomfilter|BloomFilterExtractor|fromBloomFilterArray|3
org.apache.commons.collections4.bloomfilter|BloomFilterExtractor|asBloomFilterArray|1
org.apache.commons.collections4.bloomfilter|BloomFilterExtractor|flatten|3
org.apache.commons.collections4.bloomfilter|BloomFilterExtractor|processBloomFilterPair|1
org.apache.commons.collections4.bloomfilter|BloomFilterExtractor|processBloomFilters|1
org.apache.commons.collections4.bloomfilter|CellExtractor|from|5
org.apache.commons.collections4.bloomfilter|CellExtractor|processCells|1
org.apache.commons.collections4.bloomfilter|CellExtractor|processIndices|1
org.apache.commons.collections4.bloomfilter|CellExtractor|uniqueIndices|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|add|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|copy|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|getMaxCell|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|getMaxInsert|4
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|getMaxInsert|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|getMaxInsert|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|getMaxInsert|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|getMaxInsert|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|isValid|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|merge|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|remove|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|remove|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|remove|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|remove|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|subtract|1
org.apache.commons.collections4.bloomfilter|CountingBloomFilter|uniqueIndices|1
org.apache.commons.collections4.bloomfilter|EnhancedDoubleHasher|toLong|3
org.apache.commons.collections4.bloomfilter|EnhancedDoubleHasher|getIncrement|1
org.apache.commons.collections4.bloomfilter|EnhancedDoubleHasher|getInitial|1
org.apache.commons.collections4.bloomfilter|EnhancedDoubleHasher|indices|9
org.apache.commons.collections4.bloomfilter|Hasher|indices|1
